drug_id	target_id	gene_name
DB04397	BE0004461	PGM1
DB04395	BE0004624	TRPM7
DB06098	BE0002469	VDAC2
DB00726	BE0000659	HTR1D
DB03016	BE0001739	PRSS1
DB03619	BE0002929	ppcA
DB00993	BE0000077	HPRT1
DB04272	BE0000780	MDH2
DB08810	BE0000084	HTR4
DB06096	BE0000067	NOS1
DB01952	BE0002666	
DB01892	BE0000017	PTGS1
DB11979	BE0000203	GNRHR
DB00622	BE0000405	CHRM4
DB00268	BE0000393	HTR2B
DB07646	BE0000382	DHODH
DB00668	BE0000694	ADRB2
DB03038	BE0001438	thyA
DB01643	BE0002492	dnaQ
DB07944	BE0000048	F2
DB01140	BE0004290	pbpA
DB00717	BE0000557	PGR
DB00599	BE0000381	GABRA2
DB02563	BE0004500	ECHS1
DB01142	BE0000533	HTR2C
DB02758	BE0001389	tyrB
DB13174	BE0001598	NR1H2
DB02125	BE0001246	camC
DB08896	BE0000205	PDGFRB
DB03685	BE0001634	pyrR
DB04883	BE0000521	EDNRA
DB01159	BE0000760	GRIN2A
DB08143	BE0000216	F10
DB01588	BE0004797	GABRA1
DB01267	BE0000291	HTR1A
DB08912	BE0004758	NEK11
DB02196	BE0001454	murG
DB07551	BE0003851	pufL
DB02900	BE0003623	IGF2R
DB01496	BE0000829	GRIA2
DB05184	BE0000014	ABL1
DB00244	BE0000215	PPARG
DB07278	BE0000216	F10
DB02160	BE0001422	phbA
DB02044	BE0000005	NOS2
DB01353	BE0000471	GABRA5
DB00764	BE0000794	NR3C1
DB00589	BE0000756	DRD2
DB00893	BE0000629	HBB
DB00173	BE0003786	ACP1
DB00121	BE0000626	ACACA
DB00988	BE0000020	DRD1
DB00227	BE0000574	HMGCR
DB11603	BE0008689	
DB02834	BE0000747	AKR1B1
DB00425	BE0000381	GABRA2
DB01611	BE0000155	TLR7
DB07845	BE0003790	MAPK8
DB08807	BE0001012	ADRB3
DB01437	BE0000795	GABRA1
DB03148	BE0002991	ushA
DB03912	BE0001757	coaD
DB03981	BE0001015	FGF2
DB02175	BE0002675	rimL
DB13025	BE0000442	HRH1
DB00586	BE0000262	PTGS2
DB00221	BE0000694	ADRB2
DB00835	BE0000405	CHRM4
DB01329	BE0002393	ftsI
DB09228	BE0002440	KLKB1
DB00303	BE0003685	dacC
DB03750	BE0002742	cumD
DB00160	BE0000789	SLC7A8
DB04212	BE0001378	acdS
DB01136	BE0001114	VCAM1
DB01987	BE0001286	mdlC
DB00898	BE0000411	CHRNA10
DB06404	BE0000048	F2
DB00841	BE0000172	ADRB1
DB02325	BE0001346	nprS
DB07964	BE0003754	ADAM17
DB01752	BE0002515	rsmH
DB04141	BE0003857	UQCRQ
DB06616	BE0000014	ABL1
DB02338	BE0001552	gfo
DB06151	BE0000641	GRIN3A
DB00543	BE0000650	HTR7
DB05147	BE0003398	TUBA4B
DB00531	BE0004796	
DB00114	BE0000529	GOT1
DB01017	BE0001162	CASP3
DB02724	BE0001379	fhuD
DB08601	BE0003740	NCOA2
DB07723	BE0000215	PPARG
DB07034	BE0003382	CHEK1
DB07354	BE0000971	TOP1
DB04315	BE0003945	GNAT1
DB02237	BE0001500	amyP
DB00333	BE0000770	OPRM1
DB05448	BE0001979	TXNRD1
DB00126	BE0002195	PLOD3
DB02754	BE0001898	HSP90AB1
DB02495	BE0001403	TK
DB00613	BE0004805	
DB03174	BE0003136	phnX
DB00030	BE0002124	PCSK2
DB00594	BE0000024	SCNN1B
DB07310	BE0000329	HSD11B1
DB08689	BE0004377	dsbA
DB04660	BE0001432	GM2A
DB02399	BE0001880	rhaA
DB01483	BE0000826	GRIK2
DB00306	BE0000381	GABRA2
DB01752	BE0002532	pcm
DB04464	BE0003988	COX5A
DB07259	BE0001680	LTA4H
DB00092	BE0002094	C1QA
DB01965	BE0001364	dut
DB04482	BE0001714	kdsB
DB07676	BE0004042	CAMK4
DB00561	BE0003582	KCNK3
DB00112	BE0002099	FCGR2B
DB02470	BE0001887	gmhA
DB01594	BE0003598	GABRR2
DB12548	BE0001060	AGT
DB04646	BE0003905	petA
DB00182	BE0004872	ADRB1
DB03223	BE0004281	EEF2
DB07628	BE0000088	PKM
DB02480	BE0001417	idi
DB05294	BE0004731	PTK6
DB08818	BE0004936	HAPLN4
DB03512	BE0003317	RNASE1
DB04166	BE0004141	DAO
DB00368	BE0000572	ADRA2B
DB08066	BE0001072	CDK2
DB04942	BE0000206	RARB
DB11793	BE0001717	PARP1
DB00543	BE0000945	HTR6
DB08804	BE0000132	AR
DB07588	BE0003760	staP
DB03763	BE0001676	ntd
DB01200	BE0000393	HTR2B
DB03179	BE0004586	COMTD1
DB00567	BE0004644	pbp2a
DB04317	BE0001837	ppc
DB04447	BE0002332	PPIB
DB06813	BE0000330	DHFR
DB01200	BE0000581	DRD3
DB08904	BE0000704	TNF
DB01351	BE0000478	GABRA4
DB07009	BE0000792	ESR2
DB08515	BE0003914	PSMA5
DB01363	BE0002196	MAOB
DB00360	BE0000753	PAH
DB01191	BE0000533	HTR2C
DB08131	BE0001438	thyA
DB06873	BE0001224	udp
DB03811	BE0001795	hisS
DB05107	BE0001089	G6PD
DB00463	BE0004797	GABRA1
DB03392	BE0000916	PYGM
DB01996	BE0001116	MMP3
DB07066	BE0000916	PYGM
DB01240	BE0000475	PTGIR
DB01427	BE0000704	TNF
DB00248	BE0004889	DRD1
DB00120	BE0000028	FARS2
DB00568	BE0000012	CACNA1I
DB00014	BE0000203	GNRHR
DB00848	BE0004928	unc-29
DB00622	BE0003565	PDE1A
DB07654	BE0003382	CHEK1
DB01050	BE0001088	PLAT
DB01346	BE0000154	KCNK1
DB00025	BE0002109	CALR
DB00299	BE0000514	TK
DB00055	BE0002142	SERPINB6
DB00170	BE0000943	PROS1
DB07227	BE0002373	FNTA
DB00897	BE0000736	TSPO
DB08231	BE0003761	PRKACA
DB00818	BE0004797	GABRA1
DB03809	BE0001120	HSP90AA1
DB00659	BE0001192	GRM5
DB02976	BE0002871	lgtC
DB01544	BE0000523	GABRA3
DB03795	BE0001744	panB
DB00306	BE0002341	CHRNA7
DB03754	BE0003174	HI_1317
DB01946	BE0003890	DMPK
DB00540	BE0000756	DRD2
DB01393	BE0000071	PPARA
DB03374	BE0003761	PRKACA
DB05116	BE0000324	TYMS
DB02366	BE0001739	PRSS1
DB00529	BE0000308	
DB00277	BE0000182	PDE5A
DB07420	BE0003866	crtM
DB01137	BE0000429	parC
DB00937	BE0000647	SLC6A3
DB03605	BE0001478	
DB00904	BE0000291	HTR1A
DB00145	BE0000998	GARS
DB00449	BE0000289	ADRA2A
DB06595	BE0000852	PDGFRA
DB03791	BE0001598	NR1H2
DB00114	BE0000316	AGXT
DB00842	BE0003619	GABRR3
DB01577	BE0000486	SLC6A2
DB04395	BE0003295	GALK1
DB00477	BE0000045	CHRM3
DB01940	BE0003761	PRKACA
DB01221	BE0004958	HTR1A
DB00785	BE0000045	CHRM3
DB04351	BE0004504	ACO2
DB04508	BE0001978	HN
DB00139	BE0000989	HSD17B6
DB00866	BE0000172	ADRB1
DB00632	BE0000594	
DB01283	BE0000262	PTGS2
DB08020	BE0000123	ESR1
DB02974	BE0003549	CYP2B6
DB08348	BE0004281	EEF2
DB03100	BE0000263	NOS3
DB00151	BE0000166	GCLC
DB07763	BE0003860	UQCRB
DB02215	BE0003872	ADAM28
DB00944	BE0002180	BCHE
DB08403	BE0000920	MMP1
DB06016	BE0000291	HTR1A
DB00798	BE0004799	
DB00276	BE0004796	
DB08604	BE0004346	fabI
DB08046	BE0000322	CA2
DB04157	BE0001584	chiB
DB07819	BE0004101	botA
DB05122	BE0003414	ITGB7
DB03641	BE0003137	dut
DB08808	BE0000172	ADRB1
DB03710	BE0000067	NOS1
DB07072	BE0000854	DPP4
DB03482	BE0001543	pobA
DB03633	BE0003997	PLA2G1B
DB04306	BE0004001	DHFRL1
DB09462	BE0001539	celCCG
DB00418	BE0000764	GABRA6
DB00960	BE0000172	ADRB1
DB00541	BE0001391	TUBA4A
DB00761	BE0000276	SLC12A7
DB00714	BE0000342	ADRA2C
DB00467	BE0000366	gyrA
DB02069	BE0000322	CA2
DB02082	BE0004478	RAB8B
DB08846	BE0003629	CA7
DB02726	BE0000046	PKLR
DB00071	BE0004466	HLA-DQB1
DB09481	BE0004852	GRIN1
DB00627	BE0000526	QPRT
DB08814	BE0000631	PDE10A
DB01604	BE0000576	pbpA
DB00313	BE0000881	HDAC9
DB01668	BE0002498	actVA 6
DB00583	BE0000496	CRAT
DB00081	BE0002096	C1QC
DB07478	BE0003955	doxG
DB00605	BE0001007	PPARD
DB03419	BE0001918	
DB00408	BE0000533	HTR2C
DB04885	BE0000311	HTR3A
DB05487	BE0000123	ESR1
DB04233	BE0002048	ompX
DB02761	BE0004455	TST
DB03528	BE0002011	deoD
DB00247	BE0000476	HTR1E
DB03461	BE0000067	NOS1
DB06904	BE0001322	lepB
DB01236	BE0000503	MT-ND1
DB08748	BE0003801	rep
DB04351	BE0001951	acnB
DB01077	BE0003567	PTPRS
DB12733	BE0001192	GRM5
DB04422	BE0001620	metE
DB01899	BE0001374	ptsH
DB03419	BE0000960	DPYD
DB03152	BE0001273	TGM3
DB00547	BE0000794	NR3C1
DB00452	BE0000279	rpsL
DB00519	BE0000221	ACE
DB04272	BE0003263	fbpA
DB01012	BE0000509	CASR
DB02379	BE0003024	moxC
DB00171	BE0000677	PRKAA1
DB01145	BE0002360	
DB07090	BE0000332	inhA
DB01752	BE0002051	prmC
DB04552	BE0000262	PTGS2
DB00508	BE0000756	DRD2
DB00786	BE0000058	MMP9
DB01589	BE0000129	GABRR1
DB02705	BE0000895	PLAU
DB00157	BE0000272	MT-ND4L
DB00539	BE0000123	ESR1
DB03676	BE0003145	
DB02972	BE0002050	gag-pol
DB08815	BE0000451	HTR2A
DB08686	BE0001732	gag-pol
DB02435	BE0001739	PRSS1
DB04525	BE0000623	PTPN1
DB00157	BE0000009	ADH5
DB03652	BE0002671	algQ1
DB01631	BE0001084	LCN2
DB01893	BE0000838	SRC
DB11093	BE0001011	CANX
DB05871	BE0002050	gag-pol
DB07928	BE0004131	sdiA
DB00381	BE0003564	CACNB1
DB00207	BE0002464	rplV
DB11348	BE0008694	FBN2
DB07212	BE0001021	F11
DB00363	BE0000389	DRD4
DB08549	BE0000623	PTPN1
DB06262	BE0000715	ADRA1D
DB01159	BE0000553	KCNMA1
DB02772	BE0001527	maf
DB02517	BE0001346	nprS
DB01626	BE0002196	MAOB
DB00031	BE0002110	LRP1
DB01351	BE0000764	GABRA6
DB02038	BE0001506	dgdA
DB00241	BE0004797	GABRA1
DB00715	BE0000560	CHRM2
DB01834	BE0000814	GSTP1
DB00844	BE0000632	OPRK1
DB00565	BE0000738	CHRNA2
DB00968	BE0000289	ADRA2A
DB07950	BE0003768	PLA2G2E
DB01496	BE0002341	CHRNA7
DB01203	BE0000172	ADRB1
DB02494	BE0003834	RPL11
DB05541	BE0000993	SV2A
DB07757	BE0000792	ESR2
DB02142	BE0000721	BCAT2
DB00248	BE0000291	HTR1A
DB02280	BE0001498	mdlA
DB04725	BE0000262	PTGS2
DB01172	BE0004799	
DB07270	BE0002431	FBP1
DB01694	BE0002509	
DB00231	BE0003595	GABRE
DB01206	BE0004796	
DB08615	BE0000426	ACHE
DB01115	BE0002355	CACNA1S
DB04361	BE0001728	gdhB
DB06637	BE0004720	KCNA10
DB00796	BE0000062	AGTR1
DB08846	BE0003761	PRKACA
DB00321	BE0000420	OPRD1
DB02010	BE0001316	SYK
DB00909	BE0003629	CA7
DB02642	BE0001568	bla
DB06616	BE0004384	CAMK2G
DB08515	BE0002347	PSMB1
DB00763	BE0000507	TPO
DB00830	BE0000486	SLC6A2
DB08231	BE0004237	nef
DB00046	BE0000033	INSR
DB01715	BE0001271	bioD1
DB00999	BE0000419	SLC12A3
DB00909	BE0000864	CACNA1H
DB08551	BE0003894	bla
DB00829	BE0002345	GABRB3
DB00810	BE0000092	CHRM1
DB00730	BE0000548	frdA
DB04395	BE0001221	DTYMK
DB01223	BE0000013	ADORA1
DB04147	BE0004170	fptA
DB02315	BE0004631	HCN2
DB03461	BE0000592	AKR1C3
DB01352	BE0002341	CHRNA7
DB02110	BE0001009	CYCS
DB02850	BE0000455	HPD
DB01224	BE0000650	HTR7
DB00232	BE0000535	CA4
DB01136	BE0000172	ADRB1
DB00157	BE0000754	NDUFA12
DB05420	BE0000325	RRM1
DB02483	BE0000425	LDHA
DB06268	BE0000043	EDNRB
DB01853	BE0001365	
DB00774	BE0000322	CA2
DB06419	BE0004800	
DB03661	BE0001705	CDC25B
DB04786	BE0003362	SIRT5
DB02703	BE0001796	fusA
DB00072	BE0000710	FCGR1A
DB06404	BE0001529	C1S
DB01752	BE0002436	HNMT
DB00360	BE0000121	TPH1
DB03328	BE0002204	XDH
DB01017	BE0001009	CYCS
DB02251	BE0004273	menC
DB05766	BE0000092	CHRM1
DB04774	BE0002101	ACTA1
DB03247	BE0003035	morB
DB07339	BE0000220	NQO2
DB03207	BE0001182	MMP8
DB08729	BE0000182	PDE5A
DB05740	BE0000738	CHRNA2
DB00458	BE0000405	CHRM4
DB08885	BE0003148	PGF
DB00952	BE0000460	HTR1F
DB05102	BE0003372	
DB06777	BE0001777	NR1H4
DB00186	BE0004797	GABRA1
DB03309	BE0004484	EN2
DB02401	BE0000068	LDHB
DB04855	BE0000501	ADRA1A
DB00231	BE0003596	GABRP
DB00337	BE0002386	MTOR
DB05161	BE0000954	PRTN3
DB01077	BE0004801	
DB03453	BE0001029	IL2
DB00835	BE0000092	CHRM1
DB08170	BE0003690	MMP7
DB01601	BE0004854	pol
DB02313	BE0001494	
DB03147	BE0001704	hmp
DB00144	BE0002301	SMPD3
DB00157	BE0000400	ADH1B
DB03571	BE0001289	folB
DB00572	BE0000405	CHRM4
DB00172	BE0002202	P3H1
DB13155	BE0000132	AR
DB12598	BE0004672	F12
DB00020	BE0000628	CSF2RA
DB00808	BE0000489	KCNE1
DB03147	BE0001787	putA
DB01367	BE0002196	MAOB
DB00200	BE0000763	MTRR
DB03526	BE0000322	CA2
DB07455	BE0000829	GRIA2
DB09198	BE0000215	PPARG
DB08767	BE0004362	aauA
DB05459	BE0003415	IL23A
DB04282	BE0001804	bglA
DB02271	BE0003780	NMT2
DB08703	BE0004386	MAP3K9
DB00811	BE0000261	NT5C2
DB01115	BE0000691	CACNA2D1
DB00830	BE0000647	SLC6A3
DB01839	BE0002052	fucO
DB04183	BE0001780	
DB00926	BE0000663	RARA
DB00963	BE0000262	PTGS2
DB01373	BE0000418	CALM1
DB00081	BE0000066	MS4A1
DB04539	BE0001381	aroA
DB07010	BE0001097	MAPK10
DB09076	BE0000405	CHRM4
DB08628	BE0000801	fabB
DB07108	BE0003510	BCL2L1
DB05017	BE0000704	TNF
DB03317	BE0001802	nirS
DB02038	BE0001512	arnB
DB02113	BE0002011	deoD
DB00209	BE0000092	CHRM1
DB04141	BE0002252	SDHD
DB02338	BE0001439	zwf
DB02461	BE0002023	cheY
DB04233	BE0003898	CLPS
DB02846	BE0004149	ANXA5
DB00203	BE0003556	PDE6G
DB02697	BE0000966	MMP13
DB02552	BE0004037	
DB02956	BE0002870	sud
DB08027	BE0001210	gag-pol
DB04315	BE0003281	NME2
DB03280	BE0001932	tmk
DB00363	BE0000311	HTR3A
DB07269	BE0003257	CPB1
DB00131	BE0000269	ADCY1
DB03467	BE0004096	ttgR
DB00139	BE0000087	PLOD1
DB04738	BE0001447	PPP1CC
DB04468	BE0002088	ESRRG
DB08108	BE0001258	murD
DB05069	BE0002343	CHRNA9
DB08869	BE0000625	GHRHR
DB01725	BE0001739	PRSS1
DB05752	BE0000247	CHRM5
DB04054	BE0001120	HSP90AA1
DB08527	BE0001072	CDK2
DB07567	BE0000123	ESR1
DB02401	BE0001448	
DB08355	BE0001072	CDK2
DB07857	BE0003761	PRKACA
DB00499	BE0003721	AHR
DB04140	BE0001116	MMP3
DB03294	BE0000322	CA2
DB00718	BE0000312	P
DB00433	BE0000756	DRD2
DB00100	BE0001021	F11
DB09068	BE0000311	HTR3A
DB01345	BE0000732	ATP1A1
DB05798	BE0003424	PRKAR2A
DB00068	BE0000661	IFNAR1
DB01332	BE0000488	mrcB
DB09033	BE0003414	ITGB7
DB06637	BE0004715	KCNA2
DB04631	BE0003342	sdhA
DB04147	BE0003851	pufL
DB00222	BE0000644	KCNJ1
DB01606	BE0002015	bla
DB08369	BE0003549	CYP2B6
DB00523	BE0000707	RXRG
DB08512	BE0001405	tgt
DB01701	BE0001234	linB
DB00201	BE0000487	PDE4B
DB03109	BE0001058	CHIT1
DB00114	BE0002154	
DB01118	BE0000864	CACNA1H
DB02649	BE0002702	
DB06942	BE0000048	F2
DB01171	BE0002198	MAOA
DB02379	BE0001671	AMY1A
DB09462	BE0002517	TRDMT1
DB01365	BE0004888	ADRA1A
DB00145	BE0002154	
DB04473	BE0001569	
DB07534	BE0003734	CCNA2
DB01028	BE0000795	GABRA1
DB03461	BE0002574	iolS
DB08505	BE0003985	hdaH
DB00155	BE0000005	NOS2
DB05470	BE0001019	MAPK14
DB04622	BE0003330	QPCT
DB01895	BE0001325	aspS
DB02287	BE0000895	PLAU
DB02530	BE0000347	GATM
DB02029	BE0000950	EPHX2
DB04310	BE0003874	def1
DB02948	BE0001575	dxr
DB02942	BE0001815	EEA1
DB03255	BE0001229	cobT
DB03185	BE0002443	CDA
DB01910	BE0002531	taqIM
DB07338	BE0003807	hemY
DB07032	BE0000792	ESR2
DB00812	BE0000017	PTGS1
DB01774	BE0001296	hldD
DB04350	BE0003135	chiB1
DB01873	BE0001425	TUBA3C
DB07895	BE0002373	FNTA
DB07401	BE0003855	UQCRC2
DB00570	BE0003713	TUBG1
DB07099	BE0001680	LTA4H
DB07698	BE0003794	GSG2
DB08707	BE0001277	PIM1
DB04262	BE0001449	ribH
DB05045	BE0002419	NPY2R
DB04418	BE0002231	ADSSL1
DB05930	BE0003440	MPL
DB12140	BE0001051	IL1B
DB01111	BE0004833	
DB02377	BE0000250	PNP
DB03523	BE0000382	DHODH
DB08741	BE0004138	folA
DB03570	BE0004567	panC
DB03493	BE0001402	PAPS
DB04544	BE0000916	PYGM
DB08465	BE0001165	HSP90B1
DB02081	BE0001739	PRSS1
DB01237	BE0000442	HRH1
DB01958	BE0004001	DHFRL1
DB01028	BE0004797	GABRA1
DB07882	BE0003836	IGKC
DB00031	BE0000969	SERPINB2
DB00005	BE0000704	TNF
DB07165	BE0000048	F2
DB01708	BE0000956	NR1I2
DB04534	BE0000005	NOS2
DB02843	BE0001369	algC
DB00438	BE0004643	pbp3
DB01252	BE0000215	PPARG
DB03196	BE0001766	abfA
DB02845	BE0002180	BCHE
DB02742	BE0001414	MAN1B1
DB01846	BE0001310	frc
DB00151	BE0000701	CARS
DB08399	BE0003841	ATP5B
DB08641	BE0003758	CELA1
DB02965	BE0001875	argI
DB01643	BE0002493	rmlA
DB01889	BE0003848	NR1I3
DB00647	BE0000770	OPRM1
DB02695	BE0001890	
DB01834	BE0000807	GSTM1
DB01189	BE0000640	GRIA1
DB07102	BE0001680	LTA4H
DB00908	BE0000680	KCNK6
DB03437	BE0001358	ampC
DB08789	BE0001120	HSP90AA1
DB01296	BE0000944	IFNG
DB07273	BE0003752	
DB07170	BE0003167	flA
DB03147	BE0001961	fadH
DB00477	BE0000581	DRD3
DB04447	BE0003315	torD
DB03595	BE0001739	PRSS1
DB07679	BE0000787	gag-pol
DB00477	BE0000501	ADRA1A
DB02052	BE0001065	GSK3B
DB00155	BE0000306	OTC
DB05210	BE0000955	PIK3R1
DB01559	BE0002346	GABRB2
DB00022	BE0000385	IFNAR2
DB00865	BE0000501	ADRA1A
DB03461	BE0000622	AKR1C2
DB02352	BE0001019	MAPK14
DB04851	BE0002369	ABCB5
DB01962	BE0000838	SRC
DB04531	BE0001145	MGMT
DB00430	BE0003577	mecA
DB03342	BE0001930	NA
DB02494	BE0003824	RPL13A
DB00144	BE0002299	PTDSS2
DB04417	BE0000927	SULT1A1
DB00280	BE0003604	KCND3
DB00408	BE0004688	HTR5A
DB00143	BE0000818	GSTT1
DB01203	BE0000694	ADRB2
DB06663	BE0003528	SSTR2
DB08155	BE0000267	CA1
DB00160	BE0000392	KYNU
DB01403	BE0000092	CHRM1
DB00791	BE0004796	
DB06830	BE0003570	GGPS1
DB03887	BE0001229	cobT
DB03297	BE0004453	SOD2
DB08297	BE0002567	lacI
DB00861	BE0000262	PTGS2
DB01085	BE0000560	CHRM2
DB00273	BE0000141	SCN1A
DB07859	BE0003762	PKIA
DB09526	BE0000252	TYR
DB06960	BE0003763	
DB01752	BE0002516	ermC'
DB04141	BE0003856	UQCRH
DB03991	BE0001946	nedA
DB01142	BE0000045	CHRM3
DB01091	BE0000577	SQLE
DB00482	BE0000262	PTGS2
DB02010	BE0001356	CSK
DB00458	BE0000715	ADRA1D
DB08330	BE0003861	UQCR10
DB12332	BE0001717	PARP1
DB05713	BE0000216	F10
DB00586	BE0002083	SCN4A
DB03536	BE0001504	CTSF
DB03006	BE0003751	LYZ
DB08370	BE0000814	GSTP1
DB01270	BE0000163	VEGFA
DB08208	BE0000870	MAP2K1
DB04272	BE0003271	pcaB
DB00418	BE0000826	GRIK2
DB02984	BE0001019	MAPK14
DB02153	BE0001426	blm
DB00030	BE0002127	SYTL4
DB00599	BE0000478	GABRA4
DB01041	BE0000748	FGFR2
DB02940	BE0004326	rplK
DB04315	BE0004634	IRGC
DB06288	BE0000756	DRD2
DB00436	BE0000419	SLC12A3
DB00774	BE0000535	CA4
DB05892	BE0001094	NGF
DB07621	BE0003336	CYP2A6
DB01210	BE0000172	ADRB1
DB00092	BE0002097	FCGR3A
DB00261	BE0000436	PDE3A
DB07107	BE0003762	PKIA
DB00844	BE0000770	OPRM1
DB00614	BE0004796	
DB08916	BE0004772	ERBB4
DB00112	BE0002096	C1QC
DB07780	BE0002372	FNTB
DB03133	BE0000916	PYGM
DB01142	BE0000442	HRH1
DB04530	BE0003761	PRKACA
DB01821	BE0000263	NOS3
DB07370	BE0001810	bglA
DB00366	BE0000442	HRH1
DB08759	BE0004058	pikAIV
DB02951	BE0001256	TPI
DB02437	BE0001801	iadA
DB01240	BE0000110	P2RY12
DB04534	BE0000263	NOS3
DB05099	BE0000538	FGA
DB08892	BE0000217	GABBR1
DB01185	BE0000132	AR
DB01151	BE0000756	DRD2
DB06202	BE0000095	CNR2
DB00509	BE0000687	THRA
DB08897	BE0000560	CHRM2
DB07675	BE0000215	PPARG
DB01214	BE0000694	ADRB2
DB08690	BE0003953	pufM
DB01213	BE0000227	ADH1A
DB00887	BE0000601	SLC12A4
DB09167	BE0000092	CHRM1
DB04272	BE0001946	nedA
DB08515	BE0003917	PSMB3
DB01234	BE0000422	ANXA1
DB00155	BE0002313	PADI6
DB06217	BE0004717	KCNA5
DB03868	BE0001743	aroQ
DB01375	BE0002469	VDAC2
DB07778	BE0003858	UQCRFS1
DB11093	BE0008698	CIB2
DB08559	BE0003806	pac
DB08752	BE0001646	CTSS
DB00466	BE0000129	GABRR1
DB00806	BE0000487	PDE4B
DB00268	BE0000291	HTR1A
DB05483	BE0002460	UBR4
DB01649	BE0000957	EIF4E
DB07366	BE0000048	F2
DB00997	BE0000742	TOP2A
DB07899	BE0003531	CTRB1
DB00402	BE0000736	TSPO
DB04250	BE0002180	BCHE
DB07869	BE0001594	gag-pol
DB07062	BE0001478	
DB07307	BE0001019	MAPK14
DB03924	BE0001209	CSNK2A1
DB07227	BE0002372	FNTB
DB00659	BE0004797	GABRA1
DB00157	BE0000329	HSD11B1
DB00668	BE0000575	ADRA1B
DB03345	BE0002066	pdxH
DB00843	BE0000451	HTR2A
DB03793	BE0001658	HRSP12
DB07285	BE0000058	MMP9
DB02422	BE0001414	MAN1B1
DB01992	BE0001404	lacA
DB03661	BE0001304	
DB00723	BE0000501	ADRA1A
DB01986	BE0001248	E
DB04147	BE0002196	MAOB
DB08915	BE0000071	PPARA
DB07638	BE0000123	ESR1
DB00938	BE0000694	ADRB2
DB06898	BE0003740	NCOA2
DB03199	BE0001712	dnrK
DB02360	BE0001010	CTSG
DB00334	BE0000451	HTR2A
DB00072	BE0002097	FCGR3A
DB09079	BE0000023	FLT4
DB01634	BE0001222	tynA
DB00583	BE0001075	MPO
DB03343	BE0002001	fccA
DB00496	BE0000405	CHRM4
DB08838	BE0003580	NISCH
DB01606	BE0001568	bla
DB00755	BE0000144	RARG
DB08500	BE0000916	PYGM
DB00909	BE0000197	SCN5A
DB01064	BE0000923	MAPK1
DB00143	BE0001189	GSTM2
DB03423	BE0001915	cmoA
DB01327	BE0000488	mrcB
DB00160	BE0000151	NFS1
DB03090	BE0004793	SAP2
DB00390	BE0000732	ATP1A1
DB00767	BE0000045	CHRM3
DB01863	BE0001278	PLEKHA4
DB02509	BE0002196	MAOB
DB00299	BE0000308	
DB05241	BE0002379	PIK3CA
DB00881	BE0000221	ACE
DB02580	BE0004295	PFN2
DB02701	BE0001717	PARP1
DB04272	BE0004434	LSM6
DB12305	BE0000647	SLC6A3
DB00596	BE0000794	NR3C1
DB00695	BE0000502	SLC12A1
DB05141	BE0003408	BIRC5
DB08880	BE0000382	DHODH
DB00274	BE0002393	ftsI
DB03581	BE0001199	GPI
DB08449	BE0000747	AKR1B1
DB04200	BE0004192	DHRS4L2
DB04954	BE0000013	ADORA1
DB12095	BE0000121	TPH1
DB02098	BE0003317	RNASE1
DB00786	BE0000920	MMP1
DB02365	BE0001434	tar
DB01173	BE0000486	SLC6A2
DB07392	BE0003849	pufC
DB04268	BE0003751	LYZ
DB01559	BE0003619	GABRR3
DB00482	BE0001193	PDPK1
DB04673	BE0000216	F10
DB01717	BE0001255	adk
DB01782	BE0001097	MAPK10
DB03504	BE0001120	HSP90AA1
DB00909	BE0003632	CA11
DB13173	BE0003623	IGF2R
DB00071	BE0000033	INSR
DB08689	BE0002252	SDHD
DB07189	BE0003754	ADAM17
DB00321	BE0000405	CHRM4
DB04631	BE0003845	sdhB
DB07755	BE0001072	CDK2
DB00629	BE0000572	ADRA2B
DB11967	BE0001051	IL1B
DB07736	BE0000988	BACE1
DB04137	BE0001693	mobA
DB06914	BE0000735	HMOX1
DB00939	BE0000248	ALOX5
DB09093	BE0004653	rpsG
DB07758	BE0002012	map
DB06751	BE0000430	CACNA1C
DB02985	BE0001623	punA
DB03397	BE0003075	glmU
DB08911	BE0004744	MAP2K2
DB00975	BE0002214	ADA
DB03721	BE0001992	
DB00183	BE0001158	CCKBR
DB04137	BE0001612	
DB03592	BE0001974	folP1
DB00661	BE0000303	CACNB1
DB00800	BE0000575	ADRA1B
DB00123	BE0000136	SLC7A3
DB00078	BE0002099	FCGR2B
DB13074	BE0003383	GHSR
DB00034	BE0000385	IFNAR2
DB00477	BE0000389	DRD4
DB07247	BE0000333	F7
DB07781	BE0001594	gag-pol
DB01254	BE0000838	SRC
DB04395	BE0000841	EPHA2
DB06650	BE0000066	MS4A1
DB00731	BE0000207	ABCC8
DB08895	BE0002408	JAK2
DB00184	BE0002341	CHRNA7
DB09228	BE0004672	F12
DB08441	BE0001072	CDK2
DB03098	BE0001301	soxA
DB01614	BE0000291	HTR1A
DB07954	BE0003134	PDE9A
DB00095	BE0000516	ITGAL
DB00143	BE0000821	GPX3
DB08266	BE0003369	rpoZ
DB06998	BE0003771	dnaN
DB01189	BE0000503	MT-ND1
DB08214	BE0000005	NOS2
DB01973	BE0001418	
DB09014	BE0000581	DRD3
DB02526	BE0001739	PRSS1
DB08363	BE0003380	TP53
DB02568	BE0000250	PNP
DB04860	BE0000155	TLR7
DB05271	BE0000291	HTR1A
DB02677	BE0001397	apr
DB00692	BE0000289	ADRA2A
DB06817	BE0004855	pol
DB04560	BE0002002	hemB
